"種別","知覚可能","操作可能","理解可能","堅ろう（牢）","JIS","ガイドライン(ヘルプ)","達成方法","達成方法(ヘルプ)","行番号","内容"
"問題あり","-5","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","F38, F65, H37, H67","http://waic.jp/docs/WCAG-TECHS/F38.html, http://waic.jp/docs/WCAG-TECHS/F65.html, http://waic.jp/docs/WCAG-TECHS/H37.html, http://waic.jp/docs/WCAG-TECHS/H67.html","678","画像にalt属性がありません。代替テキストを提供してください。(もし支援技術がこの画像を無視するべき場合は、 alt="""" と設定してください)： src=""/wp/wp-content/themes/saichu2019/assets/images/common/icon_jmip.png"""
"問題あり","-5","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","F38, F65, H37, H67","http://waic.jp/docs/WCAG-TECHS/F38.html, http://waic.jp/docs/WCAG-TECHS/F65.html, http://waic.jp/docs/WCAG-TECHS/H37.html, http://waic.jp/docs/WCAG-TECHS/H67.html","679","画像にalt属性がありません。代替テキストを提供してください。(もし支援技術がこの画像を無視するべき場合は、 alt="""" と設定してください)： src=""/wp/wp-content/themes/saichu2019/assets/images/common/icon_jih.png"""
"問題あり","-5","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","F38, F65, H37, H67","http://waic.jp/docs/WCAG-TECHS/F38.html, http://waic.jp/docs/WCAG-TECHS/F65.html, http://waic.jp/docs/WCAG-TECHS/H37.html, http://waic.jp/docs/WCAG-TECHS/H67.html","680","画像にalt属性がありません。代替テキストを提供してください。(もし支援技術がこの画像を無視するべき場合は、 alt="""" と設定してください)： src=""/wp/wp-content/themes/saichu2019/assets/images/common/icon_jab.png"""
"要判断箇所","0","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","H45","http://waic.jp/docs/WCAG-TECHS/H45.html","85, 86","画像の機能や情報がalt属性で十分に伝達できない場合、longdesc属性を用いて詳細な情報を提供してください"
"手動確認","0","0","0","0","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","G134, G192","http://waic.jp/docs/WCAG-TECHS/G134.html, http://waic.jp/docs/WCAG-TECHS/G192.html","","このウェブページをバリデータまたはパーサを使用してバリデートしてください。もし可能であれば、ページを仕様に完全に準拠させることを検討してください。"
"問題の可能性大","-2","0","0","0","AA: 1.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-scale.html","C12, SCR34","http://waic.jp/docs/WCAG-TECHS/C12.html, http://waic.jp/docs/WCAG-TECHS/SCR34.html","978, 985, 1000","サイズや位置の指定には、ピクセル数などの絶対値ではなく、相対値(em, ％など)を用いるようにしてください"
"要判断箇所","0","0","0","0","A: 1.3.1, AA: 2.4.6","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-descriptive.html","G130, H42","http://waic.jp/docs/WCAG-TECHS/G130.html, http://waic.jp/docs/WCAG-TECHS/H42.html","332, 354, 375, 400, 422, 443, 476, 524, 764, 920, 955, 1016, 1035, 1055, 1079, 1095, 1156, 1175, 1209, 1237, 1270, 1285, 1300, 1315, 1332, 1353, 1368, 1384, 1417, 1549, 1554, 1561, 1569, 1578, 1583, 1596, 1604, 1631, 1646, 1662, 1667, 1673, 1680, 1692, 1697, 1705, 1713, 1719, 1731, 1735, 1743, 1758, 1763, 1773, 1904, 1909, 1914, 1926, 1953, 1964, 1975, 1986, 1999, 2120, 2132, 2144, 2168, 2191, 2494, 2517, 2539","各見出し(h1,h2…)はページ中の対応するセクションを表す内容になっており、テキストを太字にするためだけの目的に利用されていないことを確認してください。"
"要判断箇所","0","0","0","0","A: 3.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html","H57","http://waic.jp/docs/WCAG-TECHS/H57.html","2","(lang=ja)がそのウェブページで主に使われている言語を反映していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 1.3.2","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-sequence.html","F49","http://waic.jp/docs/WCAG-TECHS/F49.html","924, 959, 1020, 1039, 1059, 1083, 1099, 1160, 1179, 1213, 1241, 1274, 1289, 1304, 1319, 1336, 1357, 1372, 1388, 1421","本ツールの音声ブラウザモードを用いてコンテンツを線形化し、線形化した読み上げ順序が表現によって伝えられている意味のある順序と合致することを確認して下さい。"
"要判断箇所","0","0","0","0","A: 1.3.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html","F46, G140, H39, H73","http://waic.jp/docs/WCAG-TECHS/F46.html, http://waic.jp/docs/WCAG-TECHS/G140.html, http://waic.jp/docs/WCAG-TECHS/H39.html, http://waic.jp/docs/WCAG-TECHS/H73.html","924, 959, 1059, 1099, 1179, 1213","もしこのテーブルがレイアウトテーブルである場合には、th要素、caption要素およびsummary属性は使用しないで下さい"
"要判断箇所","0","0","0","0","A: 1.3.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html","H39","http://waic.jp/docs/WCAG-TECHS/H39.html","924, 959, 1059, 1099, 1179, 1213","もし、このテーブルがデータテーブルであるなら、caption要素を提供することを検討してください"
"問題の可能性大","0","-2","0","0","A: 2.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/keyboard-operation-keyboard-operable.html","G90, SCR2, SCR20, SCR35","http://waic.jp/docs/WCAG-TECHS/G90.html, http://waic.jp/docs/WCAG-TECHS/SCR2.html, http://waic.jp/docs/WCAG-TECHS/SCR20.html, http://waic.jp/docs/WCAG-TECHS/SCR35.html","336, 338, 339, 341, 342, 344, 346, 348, 358, 361, 363, 365, 367, 369, 379, 381, 382, 384, 386, 388, 404, 406, 407, 409, 410, 412, 414, 416, 426, 429, 431, 433, 435, 437, 447, 449, 450, 452, 454, 456, 2499, 2501, 2502, 2504, 2505, 2507, 2509, 2511, 2522, 2525, 2527, 2529, 2531, 2533, 2544, 2546, 2547, 2549, 2551, 2553","イベントハンドラがマウスのみに依存しない事を確認してください"
"問題あり","0","-2","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H30","http://waic.jp/docs/WCAG-TECHS/H30.html","669","このリンク内には読み上げ可能なテキストが存在しないため、アクセシブルではありません。 (href=""/iso/"")"
"問題あり","0","-2","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H30","http://waic.jp/docs/WCAG-TECHS/H30.html","670","このリンク内には読み上げ可能なテキストが存在しないため、アクセシブルではありません。 (href=""/jmip/"")"
"問題あり","0","-2","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H30","http://waic.jp/docs/WCAG-TECHS/H30.html","671","このリンク内には読み上げ可能なテキストが存在しないため、アクセシブルではありません。 (href=""/functional-evaluation/"")"
"問題あり","0","-2","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H30","http://waic.jp/docs/WCAG-TECHS/H30.html","672","このリンク内には読み上げ可能なテキストが存在しないため、アクセシブルではありません。 (href=""/jih/"")"
"要判断箇所","0","0","0","0","A: 2.4.4, A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","H2, H30","http://waic.jp/docs/WCAG-TECHS/H2.html, http://waic.jp/docs/WCAG-TECHS/H30.html","673","このリンク内には読み上げ可能なテキストが存在しませんが、直前または直後に同じURLへのリンクがあります。1つのリンクに合わせて入れることを検討してください。 (href=""/jcep/"")"
"要判断箇所","0","0","0","0","A: 2.4.4, A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","H2, H30","http://waic.jp/docs/WCAG-TECHS/H2.html, http://waic.jp/docs/WCAG-TECHS/H30.html","676","このリンク内には読み上げ可能なテキストが存在しませんが、直前または直後に同じURLへのリンクがあります。1つのリンクに合わせて入れることを検討してください。 (href=""/jcep/"")"
"問題あり","0","-2","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H30","http://waic.jp/docs/WCAG-TECHS/H30.html","677","このリンク内には読み上げ可能なテキストが存在しないため、アクセシブルではありません。 (href=""/functional-evaluation/"")"
"問題あり","0","-2","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H30","http://waic.jp/docs/WCAG-TECHS/H30.html","678","このリンク内には読み上げ可能なテキストが存在しないため、アクセシブルではありません。 (href=""/jmip/"")"
"問題あり","0","-2","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H30","http://waic.jp/docs/WCAG-TECHS/H30.html","679","このリンク内には読み上げ可能なテキストが存在しないため、アクセシブルではありません。 (href=""/jih/"")"
"問題あり","0","-2","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H30","http://waic.jp/docs/WCAG-TECHS/H30.html","680","このリンク内には読み上げ可能なテキストが存在しないため、アクセシブルではありません。 (href=""/iso/"")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","669, 670, 671, 672, 673, 676, 677, 678, 679","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext="" "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","808, 1292, 1969","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""入札公告 "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","832, 1424, 2174","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""募集要項 "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","1071, 1674","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""面会案内 "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","97, 779, 1441","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""ご来院の方へ "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","484, 1191","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""お産・産後ケア "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","556, 585","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""お知らせ一覧へ "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","617, 887, 1492, 1845, 2063","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""Language "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","807, 1277, 1958","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""イベント情報 "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","829, 1108, 1360, 1698, 2125","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""院長メッセージ "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","830, 1375, 2018, 2137","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""採用ムービー "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","1148, 1737","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""病院ボランティア "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","803, 827","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""ALL MENUS "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","1068, 1670","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""入院についてのお願い "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","1307, 1792","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""文献資料取り寄せのご案内 "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","1339, 2004","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""看護専門学校について "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","2293, 2459","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""フロアマップはこちら "")"
"要判断箇所","0","0","0","0","A: 1.3.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html","H43, H63","http://waic.jp/docs/WCAG-TECHS/H43.html, http://waic.jp/docs/WCAG-TECHS/H63.html","959, 1099","いくつかのテーブルのセルがcolspan属性またはrowspan属性を用いて結合されています。 id属性とheaders属性の組み合わせやscope属性等を用いて見出しと正しく関連付けられているか確認してください。 また、colspan属性およびrowspan属性の利用は必要最小限にしてください"
"手動確認","0","0","0","0","A: 1.3.2, A: 1.3.1, AA: 1.4.5","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-sequence.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-text-presentation.html","C6, G140","http://waic.jp/docs/WCAG-TECHS/C6.html, http://waic.jp/docs/WCAG-TECHS/G140.html","18","HTML文書は、スタイルシートを無効にしても読んだり利用したり出来るようにデザインしてください (スタイルシートを利用するためのlink要素が存在しています)"
"手動確認","0","0","0","0","A: 1.3.2, A: 1.3.1, AA: 1.4.5","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-sequence.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-text-presentation.html","C6, G140","http://waic.jp/docs/WCAG-TECHS/C6.html, http://waic.jp/docs/WCAG-TECHS/G140.html","43","HTML文書は、スタイルシートを無効にしても読んだり利用したり出来るようにデザインしてください (style要素が存在しています)"
"問題の可能性大","-2","0","0","0","A: 1.3.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html","C22, F87","http://waic.jp/docs/WCAG-TECHS/C22.html, http://waic.jp/docs/WCAG-TECHS/F87.html","",":before擬似要素を用いてコンテンツ（テキスト）が挿入されています。装飾目的でないコンテンツが挿入されていないか確認してください。(https://www.saichu.jp/wp/wp-includes/css/dist/block-library/style.min.css?ver=5.2.11) (content: ""\00b7 \00b7 \00b7"")"
"問題の可能性大","-2","0","0","0","A: 1.3.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html","C22, F87","http://waic.jp/docs/WCAG-TECHS/C22.html, http://waic.jp/docs/WCAG-TECHS/F87.html","",":before擬似要素を用いてコンテンツ（テキスト）が挿入されています。装飾目的でないコンテンツが挿入されていないか確認してください。(https://www.saichu.jp/wp/wp-content/themes/saichu2019/assets/css/common.css?21011201) (content: ""・"", ""Q"", ""A"", ""内科"", ""外科"", ""診療科"", ""その他"")"
"問題あり","-5","0","0","0","A: 1.3.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html","H63","http://waic.jp/docs/WCAG-TECHS/H63.html","1101, 1102, 1103, 1104, 1137, 1138","th要素にscope属性がありません。scope属性を適切に用いて、データテーブルの見出しセルとデータセルを関連付けて下さい。"
"要判断箇所","0","0","0","0","AA: 1.4.3, A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","F24, G14, G18, G145, G182, G205","http://waic.jp/docs/WCAG-TECHS/F24.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G145.html, http://waic.jp/docs/WCAG-TECHS/G18.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","43","背景色のみが指定されている可能性があります。十分なコントラスト比となる文字色を指定するようにして下さい。 また、もし配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(style要素, セレクタ=""img.emoji"") "
"要判断箇所","0","0","0","0","AA: 1.4.3, A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","F24, G14, G18, G145, G182, G205","http://waic.jp/docs/WCAG-TECHS/F24.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G145.html, http://waic.jp/docs/WCAG-TECHS/G18.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","","文字色のみが指定されている可能性があります。十分なコントラスト比となる背景色を指定するようにして下さい。また、もし配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(https://www.saichu.jp/wp/wp-includes/css/dist/block-library/style.min.css?ver=5.2.11, セレクタ="".wp-block-cover-image h2 a"", "".wp-block-file a.wp-block-file__button:focus"", "".wp-block-cover-image .wp-block-cover-text"", "".is-style-outline"", "".wp-block-cover p"", "".wp-block-rss__item-author"", "".has-cyan-bluish-gray-color.has-cyan-bluish-gray-color"", "".wp-block-cover-image .wp-block-cover-image-text a:active"", "".wp-block-cover-image .wp-block-cover-image-text"", "".wp-block-pullquote cite"", "".has-vivid-cyan-blue-color.has-vivid-cyan-blue-color"", "".wp-block-button__link:focus"", "".wp-block-file a.wp-block-file__button:active"", "".has-vivid-green-cyan-color.has-vivid-green-cyan-color"", "".wp-block-cover-image h2 a:focus"", "".wp-block-cover-image .wp-block-subhead"", "".wp-block-cover .wp-block-cover-image-text a"", "".wp-block-image figcaption"", "".wp-block-cover-image .wp-block-cover-text a:focus"", "".wp-block-embed figcaption"", "".wp-block-cover h2 a:active"", "".has-light-green-cyan-color.has-light-green-cyan-color"", "".wp-block-calendar tfoot a"", "".wp-block-latest-posts__post-date"", "".wp-block-cover-image .wp-block-cover-text a:active"", "".wp-block-button__link:visited"", "".wp-block-cover .wp-block-subhead"", "".wp-block-latest-comments__comment-date"", "".wp-block-cover-image h2 a:active"", "".has-very-light-gray-color.has-very-light-gray-color"", "".wp-block-pullquote .has-text-color a"", "".has-very-dark-gray-color.has-very-dark-gray-color"", "".has-luminous-vivid-amber-color.has-luminous-vivid-amber-color"", "".wp-block-cover-image h2 a:hover"", "".wp-block-calendar table tbody"", "".wp-block-cover-image .wp-block-cover-text a"", "".wp-block-rss__item-publish-date"", "".wp-block-separator.is-style-dots::before"", "".wp-block-cover h2 a"", "".has-vivid-red-color.has-vivid-red-color"", "".wp-block-cover-image .wp-block-cover__inner-container"", "".wp-block-calendar table caption"", "".wp-block-cover .wp-block-cover__inner-container"", "".has-pale-cyan-blue-color.has-pale-cyan-blue-color"", "".wp-block-button__link:hover"", "".has-luminous-vivid-orange-color.has-luminous-vivid-orange-color"", "".wp-block-file a.wp-block-file__button:hover"", "".wp-block-cover .wp-block-cover-text a:active"", "".wp-block-cover .wp-block-cover-text"", "".wp-block-cover-image p"", "".wp-block-audio figcaption"", "".wp-block-cover-image .wp-block-cover-text a:hover"", "".wp-block-cover .wp-block-cover-image-text a:focus"", "".has-pale-pink-color.has-pale-pink-color"", "".wp-block-video figcaption"", "".wp-block-cover .wp-block-cover-image-text a:hover"", "".wp-block-cover h5"", "".wp-block-cover h6"", ""p.has-text-color a"", "".wp-block-cover .wp-block-cover-text a"", "".wp-block-cover h3"", "".wp-block-cover h4"", "".wp-block-cover h1"", "".wp-block-cover h2"", "".wp-block-button"", "".wp-block-cover-image h2"", "".wp-block-cover h2 a:hover"", "".wp-block-cover-image h1"", "".wp-block-cover-image h6"", "".wp-block-button__link:active"", "".wp-block-cover-image .wp-block-cover-image-text a:focus"", "".wp-block-cover-image .wp-block-cover-image-text a:hover"", "".wp-block-cover-image h5"", "".wp-block-cover .wp-block-cover-image-text"", "".wp-block-cover .wp-block-cover-image-text a:active"", "".wp-block-cover-image h4"", "".wp-block-cover h2 a:focus"", "".wp-block-cover-image h3"", "".wp-block-cover .wp-block-cover-text a:hover"", "".wp-block-file a.wp-block-file__button:visited"", "".wp-block-cover .wp-block-cover-text a:focus"", "".wp-block-cover-image .wp-block-cover-image-text a"") "
"要判断箇所","0","0","0","0","AA: 1.4.3, A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","F24, G14, G18, G145, G182, G205","http://waic.jp/docs/WCAG-TECHS/F24.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G145.html, http://waic.jp/docs/WCAG-TECHS/G18.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","","背景色のみが指定されている可能性があります。十分なコントラスト比となる文字色を指定するようにして下さい。 また、もし配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(https://www.saichu.jp/wp/wp-includes/css/dist/block-library/style.min.css?ver=5.2.11, セレクタ="".is-style-outline .wp-block-button__link"", "".has-very-light-gray-background-color.has-very-light-gray-background-color"", "".has-luminous-vivid-amber-background-color.has-luminous-vivid-amber-background-color"", "".wp-block-table.is-style-stripes"", "".has-cyan-bluish-gray-background-color.has-cyan-bluish-gray-background-color"", "".wp-block-calendar table th"", "".wp-block-separator.is-style-dots"", "".wp-block-table.has-subtle-light-gray-background-color"", "".wp-block-table.is-style-stripes.has-subtle-light-gray-background-color tr:nth-child(2n+1)"", "".wp-block-table.has-subtle-pale-pink-background-color"", "".wp-block-table.is-style-stripes.has-subtle-pale-blue-background-color tr:nth-child(2n+1)"", "".wp-block-cover-image.has-background-dim::before"", "".has-vivid-red-background-color.has-vivid-red-background-color"", "".has-light-green-cyan-background-color.has-light-green-cyan-background-color"", "".has-vivid-cyan-blue-background-color.has-vivid-cyan-blue-background-color"", "".wp-block-table.has-subtle-pale-green-background-color"", "".wp-block-table.is-style-stripes.has-subtle-pale-pink-background-color tr:nth-child(2n+1)"", "".has-pale-pink-background-color.has-pale-pink-background-color"", "".wp-block-table.has-subtle-pale-blue-background-color"", "".has-luminous-vivid-orange-background-color.has-luminous-vivid-orange-background-color"", "".wp-block-table.is-style-stripes tr:nth-child(2n+1)"", "".wp-block-cover-image"", "".has-pale-cyan-blue-background-color.has-pale-cyan-blue-background-color"", "".has-very-dark-gray-background-color.has-very-dark-gray-background-color"", "".wp-block-cover"", "".wp-block-table.is-style-stripes.has-subtle-pale-green-background-color tr:nth-child(2n+1)"", "".has-vivid-green-cyan-background-color.has-vivid-green-cyan-background-color"", "".wp-block-cover.has-background-dim::before"") "
"要判断箇所","0","0","0","0","A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","G14, G182, G205","http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","","もし、配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(https://www.saichu.jp/wp/wp-includes/css/dist/block-library/style.min.css?ver=5.2.11, セレクタ="".block-editor-block-list__layout .reusable-block-indicator"", "".block-editor-block-list__layout .reusable-block-edit-panel"", "".wp-block-button__link"", "".wp-block-gallery .blocks-gallery-image figcaption"", "".wp-block-file .wp-block-file__button"", "".wp-block-gallery .blocks-gallery-item figcaption"")"
