"種別","知覚可能","操作可能","理解可能","堅ろう（牢）","JIS","ガイドライン(ヘルプ)","達成方法","達成方法(ヘルプ)","行番号","内容"
"手動確認","0","0","0","0","A: 2.2.2","http://waic.jp/docs/UNDERSTANDING-WCAG20/time-limits-pause.html","G4, G186, G191, SCR22, SCR33","http://waic.jp/docs/WCAG-TECHS/G186.html, http://waic.jp/docs/WCAG-TECHS/G191.html, http://waic.jp/docs/WCAG-TECHS/G4.html, http://waic.jp/docs/WCAG-TECHS/SCR22.html, http://waic.jp/docs/WCAG-TECHS/SCR33.html","","動きのある、点滅している、スクロールする、又は自動更新する情報に対しては、必要に応じてそれを利用者がそれを一時停止、停止、非表示にする（もしくは、自動更新の頻度を調整する）メカニズムが提供されていることを確認してください。"
"手動確認","0","0","0","0","A: 2.3.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/seizure-does-not-violate.html","G15, G19, G176","http://waic.jp/docs/WCAG-TECHS/G15.html, http://waic.jp/docs/WCAG-TECHS/G176.html, http://waic.jp/docs/WCAG-TECHS/G19.html","","ウェブページ上に閃光が存在する場合は、どの1秒間においても3回以下である、又は一般閃光閾値及び赤色閃光閾値を下回っていることを確認してください。"
"手動確認","0","0","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, H50, H69, H70, SCR28","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/H50.html, http://waic.jp/docs/WCAG-TECHS/H69.html, http://waic.jp/docs/WCAG-TECHS/H70.html, http://waic.jp/docs/WCAG-TECHS/SCR28.html","","繰り返されるブロックが存在する場合は、スキップ可能な方法でグループ化されていることを確認してください。"
"手動確認","0","0","0","0","A: 2.4.2","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-title.html","G88","http://waic.jp/docs/WCAG-TECHS/G88.html","","ページのタイトルがページの内容を表しており、そのタイトルによってウェブページを特定できることを確認してください。"
"手動確認","0","0","0","0","A: 2.4.3","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-focus-order.html","C27, G59, H4, SCR26, SCR27, SCR37","http://waic.jp/docs/WCAG-TECHS/C27.html, http://waic.jp/docs/WCAG-TECHS/G59.html, http://waic.jp/docs/WCAG-TECHS/H4.html, http://waic.jp/docs/WCAG-TECHS/SCR26.html, http://waic.jp/docs/WCAG-TECHS/SCR27.html, http://waic.jp/docs/WCAG-TECHS/SCR37.html","","ナビゲーションの順序が意味又は操作に影響を及ぼす場合、フォーカス可能なコンポーネントは意味及び操作性を保持した順序でフォーカスを受け取ることを確認してください。"
"手動確認","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","C7, G53, G91, G189, H33, H77, H78, H79, H80, H81, SCR30","http://waic.jp/docs/WCAG-TECHS/C7.html, http://waic.jp/docs/WCAG-TECHS/G189.html, http://waic.jp/docs/WCAG-TECHS/G53.html, http://waic.jp/docs/WCAG-TECHS/G91.html, http://waic.jp/docs/WCAG-TECHS/H33.html, http://waic.jp/docs/WCAG-TECHS/H77.html, http://waic.jp/docs/WCAG-TECHS/H78.html, http://waic.jp/docs/WCAG-TECHS/H79.html, http://waic.jp/docs/WCAG-TECHS/H80.html, http://waic.jp/docs/WCAG-TECHS/H81.html, http://waic.jp/docs/WCAG-TECHS/SCR30.html","","リンクの目的が、リンクのテキスト、もしくはプログラムが解釈可能なリンクの文脈をリンクのテキストとあわせたものから解釈できることを確認してください。（リンクの目的が一般的にみて利用者にとって曖昧な場合を除く。）"
"手動確認","0","0","0","0","A: 3.2.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/consistent-behavior-receive-focus.html","G107","http://waic.jp/docs/WCAG-TECHS/G107.html","","いずれのコンポーネントも、フォーカスを受け取ったときに 状況の変化を引き起こさないことを確認してください。"
"手動確認","0","0","0","0","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H74, H93, H94","http://waic.jp/docs/WCAG-TECHS/H74.html, http://waic.jp/docs/WCAG-TECHS/H93.html, http://waic.jp/docs/WCAG-TECHS/H94.html","","開始タグ及び終了タグが仕様に準じて用いられており、IDの重複や、同一属性が複数回指定されたタグが存在しないことを確認してください。"
"手動確認","0","0","0","0","A: 2.1.1, A: 4.1.2","http://waic.jp/docs/UNDERSTANDING-WCAG20/keyboard-operation-keyboard-operable.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-rsv.html","G108, H88, H91, SCR21","http://waic.jp/docs/WCAG-TECHS/G108.html, http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H91.html, http://waic.jp/docs/WCAG-TECHS/SCR21.html","","マークアップを用いて名前及び役割をユーザーエージェントに提供し、利用者が設定可能なプロパティを直接設定可能にし、変化を通知していることを確認してください。（例： マークアップ言語（HTMLなど）で標準的なユーザーインタフェース・コンポーネント（HTMLのフォームコントロールなど）を使用する。）"
"手動確認","0","0","0","0","A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","G14, G111, G205","http://waic.jp/docs/WCAG-TECHS/G111.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","","情報を伝える画像の中で色を用いている場合、パターンやテキストを用いて色以外の方法でも情報を入手可能にしてください."
